"transcript_id","q_value",".transcript_raw","transcript","qvalue","ensembl_gene_id","gene_name"
"ENST00000584539.1",2.38e-08,"ENST00000584539.1","ENST00000584539",2.38e-08,"ENSG00000118680","MYL12B"
"ENST00000709246.1",2.39e-08,"ENST00000709246.1","ENST00000709246",2.39e-08,"ENSG00000291931","RPS2"
"ENST00000525690.1",2.4e-08,"ENST00000525690.1","ENST00000525690",2.4e-08,"ENSG00000149273","RPS3"
"ENST00000493119.5",2.44e-08,"ENST00000493119.5","ENST00000493119",2.44e-08,"ENSG00000116459","ATP5PB"
"ENST00000553027.1",2.51e-08,"ENST00000553027.1","ENST00000553027",2.51e-08,"ENSG00000134285","FKBP11"
"ENST00000474640.1",2.63e-08,"ENST00000474640.1","ENST00000474640",2.63e-08,"ENSG00000182899","RPL35A"
"ENST00000531357.1",2.64e-08,"ENST00000531357.1","ENST00000531357",2.64e-08,"ENSG00000149806","FAU"
"ENST00000696978.1",2.68e-08,"ENST00000696978.1","ENST00000696978",2.68e-08,"ENSG00000289720",""
"ENST00000373238.5",2.79e-08,"ENST00000373238.5","ENST00000373238",2.79e-08,"ENSG00000079332","SAR1A"
"ENST00000463232.5",2.79e-08,"ENST00000463232.5","ENST00000463232",2.79e-08,"ENSG00000223367","RPS18"
"ENST00000667091.1",2.86e-08,"ENST00000667091.1","ENST00000667091",2.86e-08,"ENSG00000163597","SNHG16"
"ENST00000703966.1",2.9e-08,"ENST00000703966.1","ENST00000703966",2.9e-08,"ENSG00000099977","DDT"
"ENST00000472467.1",2.91e-08,"ENST00000472467.1","ENST00000472467",2.91e-08,"ENSG00000163479","SSR2"
"ENST00000494593.1",2.94e-08,"ENST00000494593.1","ENST00000494593",2.94e-08,"ENSG00000084207","GSTP1"
"ENST00000463901.1",3e-08,"ENST00000463901.1","ENST00000463901",3e-08,"ENSG00000226225","RPS18"
"ENST00000366613.1",3.08e-08,"ENST00000366613.1","ENST00000366613",3.08e-08,"ENSG00000168275","COA6"
"ENST00000445505.6",3.26e-08,"ENST00000445505.6","ENST00000445505",3.26e-08,"ENSG00000114942","EEF1B2"
"ENST00000474120.5",3.34e-08,"ENST00000474120.5","ENST00000474120",3.34e-08,"ENSG00000214253","FIS1"
"ENST00000584906.6",3.47e-08,"ENST00000584906.6","ENST00000584906",3.47e-08,"ENSG00000161970","RPL26"
"ENST00000394795.6",3.47e-08,"ENST00000394795.6","ENST00000394795",3.47e-08,"ENSG00000120727","PAIP2"
"ENST00000681211.1",3.6e-08,"ENST00000681211.1","ENST00000681211",3.6e-08,"ENSG00000185201","IFITM2"
"ENST00000508069.6",3.8e-08,"ENST00000508069.6","ENST00000508069",3.8e-08,"ENSG00000145247","OCIAD2"
"ENST00000400259.5",3.85e-08,"ENST00000400259.5","ENST00000400259",3.85e-08,"ENSG00000070831","CDC42"
"ENST00000619603.1",3.98e-08,"ENST00000619603.1","ENST00000619603",3.98e-08,"ENSG00000273686","B2M"
"ENST00000393470.1",4.02e-08,"ENST00000393470.1","ENST00000393470",4.02e-08,"ENSG00000105974","CAV1"
"ENST00000630511.1",4.16e-08,"ENST00000630511.1","ENST00000630511",4.16e-08,"ENSG00000273397","NDUFA6"
"ENST00000627653.1",4.3e-08,"ENST00000627653.1","ENST00000627653",4.3e-08,"ENSG00000143198","MGST3"
"ENST00000519744.5",4.34e-08,"ENST00000519744.5","ENST00000519744",4.34e-08,"ENSG00000120963","ZNF706"
"ENST00000477279.1",4.37e-08,"ENST00000477279.1","ENST00000477279",4.37e-08,"ENSG00000055950","MRPL43"
"ENST00000472930.6",4.43e-08,"ENST00000472930.6","ENST00000472930",4.43e-08,"ENSG00000075142","SRI"
"ENST00000551150.5",4.45e-08,"ENST00000551150.5","ENST00000551150",4.45e-08,"ENSG00000089157","RPLP0"
"ENST00000703011.1",4.48e-08,"ENST00000703011.1","ENST00000703011",4.48e-08,"ENSG00000222041","CYTOR"
"ENST00000417088.2",4.54e-08,"ENST00000417088.2","ENST00000417088",4.54e-08,"ENSG00000233927","RPS28"
"ENST00000553981.1",4.64e-08,"ENST00000553981.1","ENST00000553981",4.64e-08,"ENSG00000119705","SLIRP"
"ENST00000552130.6",4.73e-08,"ENST00000552130.6","ENST00000552130",4.73e-08,"ENSG00000111237","VPS29"
"ENST00000601655.5",4.78e-08,"ENST00000601655.5","ENST00000601655",4.78e-08,"ENSG00000105193","RPS16"
"ENST00000472354.1",4.98e-08,"ENST00000472354.1","ENST00000472354",4.98e-08,"ENSG00000167526","RPL13"
"ENST00000393183.7",5.02e-08,"ENST00000393183.7","ENST00000393183",5.02e-08,"ENSG00000243678","NME2"
"ENST00000509877.5",5.04e-08,"ENST00000509877.5","ENST00000509877",5.04e-08,"ENSG00000145592","RPL37"
"ENST00000367883.3",5.11e-08,"ENST00000367883.3","ENST00000367883",5.11e-08,"ENSG00000143198","MGST3"
"ENST00000422218.5",5.2e-08,"ENST00000422218.5","ENST00000422218",5.2e-08,"ENSG00000174748","RPL15"
"ENST00000547157.1",5.28e-08,"ENST00000547157.1","ENST00000547157",5.28e-08,"ENSG00000184752","NDUFA12"
"ENST00000494484.1",5.28e-08,"ENST00000494484.1","ENST00000494484",5.28e-08,"ENSG00000196262","PPIA"
"ENST00000677385.1",5.28e-08,"ENST00000677385.1","ENST00000677385",5.28e-08,"ENSG00000135486","HNRNPA1"
"ENST00000560266.5",5.28e-08,"ENST00000560266.5","ENST00000560266",5.28e-08,"ENSG00000140612","SEC11A"
"ENST00000601015.5",5.28e-08,"ENST00000601015.5","ENST00000601015",5.28e-08,"ENSG00000142546","NOSIP"
"ENST00000613997.4",5.29e-08,"ENST00000613997.4","ENST00000613997",5.29e-08,"ENSG00000275214","IFI27"
"ENST00000309244.9",5.37e-08,"ENST00000309244.9","ENST00000309244",5.37e-08,"ENSG00000105379","ETFB"
"ENST00000354232.8",5.37e-08,"ENST00000354232.8","ENST00000354232",5.37e-08,"ENSG00000105379","ETFB"
"ENST00000348108.8",5.38e-08,"ENST00000348108.8","ENST00000348108",5.38e-08,"ENSG00000092841","MYL6"
"ENST00000434031.6",5.44e-08,"ENST00000434031.6","ENST00000434031",5.44e-08,"ENSG00000174748","RPL15"
"ENST00000472501.5",5.72e-08,"ENST00000472501.5","ENST00000472501",5.72e-08,"ENSG00000154277","UCHL1"
"ENST00000527983.5",6e-08,"ENST00000527983.5","ENST00000527983",6e-08,"ENSG00000109971","HSPA8"
"ENST00000528105.5",6.08e-08,"ENST00000528105.5","ENST00000528105",6.08e-08,"ENSG00000171202","TMEM126A"
"ENST00000659056.1",6.09e-08,"ENST00000659056.1","ENST00000659056",6.09e-08,"ENSG00000177410","ZFAS1"
"ENST00000528164.1",6.19e-08,"ENST00000528164.1","ENST00000528164",6.19e-08,"ENSG00000151366","NDUFC2"
"ENST00000486204.5",6.65e-08,"ENST00000486204.5","ENST00000486204",6.65e-08,"ENSG00000180879","SSR4"
"ENST00000590925.6",6.83e-08,"ENST00000590925.6","ENST00000590925",6.83e-08,"ENSG00000089685","BIRC5"
"ENST00000308987.6",7e-08,"ENST00000308987.6","ENST00000308987",7e-08,"ENSG00000173207","CKS1B"
"ENST00000373449.7",7.05e-08,"ENST00000373449.7","ENST00000373449",7.05e-08,"ENSG00000004455","AK2"
"ENST00000374561.6",7.05e-08,"ENST00000374561.6","ENST00000374561",7.05e-08,"ENSG00000117318","ID3"
"ENST00000463312.1",7.05e-08,"ENST00000463312.1","ENST00000463312",7.05e-08,"ENSG00000117318","ID3"
"ENST00000467415.5",7.14e-08,"ENST00000467415.5","ENST00000467415",7.14e-08,"ENSG00000111843","TMEM14C"
"ENST00000492245.5",7.26e-08,"ENST00000492245.5","ENST00000492245",7.26e-08,"ENSG00000150459","SAP18"
"ENST00000534440.5",7.3e-08,"ENST00000534440.5","ENST00000534440",7.3e-08,"ENSG00000149273","RPS3"
"ENST00000678789.1",7.34e-08,"ENST00000678789.1","ENST00000678789",7.34e-08,"ENSG00000196262","PPIA"
"ENST00000634790.2",7.37e-08,"ENST00000634790.2","ENST00000634790",7.37e-08,"ENSG00000283060","ID3"
"ENST00000635026.1",7.37e-08,"ENST00000635026.1","ENST00000635026",7.37e-08,"ENSG00000283060","ID3"
"ENST00000009180.10",7.4e-08,"ENST00000009180.10","ENST00000009180",7.4e-08,"ENSG00000010278","CD9"
"ENST00000368638.5",7.43e-08,"ENST00000368638.5","ENST00000368638",7.43e-08,"ENSG00000112769","LAMA4"
"ENST00000579520.5",7.45e-08,"ENST00000579520.5","ENST00000579520",7.45e-08,"ENSG00000169689","CENPX"
"ENST00000567270.5",7.46e-08,"ENST00000567270.5","ENST00000567270",7.46e-08,"ENSG00000178741","COX5A"
"ENST00000460259.1",7.54e-08,"ENST00000460259.1","ENST00000460259",7.54e-08,"ENSG00000160194","NDUFV3"
"ENST00000367378.6",7.55e-08,"ENST00000367378.6","ENST00000367378",7.55e-08,"ENSG00000120265","PCMT1"
"ENST00000471270.5",7.56e-08,"ENST00000471270.5","ENST00000471270",7.56e-08,"ENSG00000143774","GUK1"
"ENST00000354193.5",7.68e-08,"ENST00000354193.5","ENST00000354193",7.68e-08,"ENSG00000198168","SVIP"
"ENST00000677139.1",7.72e-08,"ENST00000677139.1","ENST00000677139",7.72e-08,"ENSG00000106588","PSMA2"
"ENST00000511643.6",7.81e-08,"ENST00000511643.6","ENST00000511643",7.81e-08,"ENSG00000163682","RPL9"
"ENST00000476217.5",7.98e-08,"ENST00000476217.5","ENST00000476217",7.98e-08,"ENSG00000114850","SSR3"
"ENST00000484481.1",8.11e-08,"ENST00000484481.1","ENST00000484481",8.11e-08,"ENSG00000232119","MCTS1"
"ENST00000419179.5",8.16e-08,"ENST00000419179.5","ENST00000419179",8.16e-08,"ENSG00000075142","SRI"
"ENST00000552742.6",8.52e-08,"ENST00000552742.6","ENST00000552742",8.52e-08,"ENSG00000123349","PFDN5"
"ENST00000679150.1",8.76e-08,"ENST00000679150.1","ENST00000679150",8.76e-08,"ENSG00000136888","ATP6V1G1"
"ENST00000556221.1",9.1e-08,"ENST00000556221.1","ENST00000556221",9.1e-08,"ENSG00000100902","PSMA6"
"ENST00000480908.1",9.31e-08,"ENST00000480908.1","ENST00000480908",9.31e-08,"ENSG00000114125","RNF7"
"ENST00000476288.5",9.42e-08,"ENST00000476288.5","ENST00000476288",9.42e-08,"ENSG00000096150","RPS18"
"ENST00000599232.1",9.46e-08,"ENST00000599232.1","ENST00000599232",9.46e-08,"ENSG00000083845","RPS5"
"ENST00000697323.1",9.55e-08,"ENST00000697323.1","ENST00000697323",9.55e-08,"ENSG00000145912","NHP2"
"ENST00000382519.9",9.59e-08,"ENST00000382519.9","ENST00000382519",9.59e-08,"ENSG00000010278","CD9"
"ENST00000216034.6",9.73e-08,"ENST00000216034.6","ENST00000216034",9.73e-08,"ENSG00000100216","TOMM22"
"ENST00000492561.1",9.73e-08,"ENST00000492561.1","ENST00000492561",9.73e-08,"ENSG00000100216","TOMM22"
"ENST00000677682.1",9.92e-08,"ENST00000677682.1","ENST00000677682",9.92e-08,"ENSG00000181163","NPM1"
"ENST00000570259.1",9.92e-08,"ENST00000570259.1","ENST00000570259",9.92e-08,"ENSG00000230989","HSBP1"
"ENST00000374214.3",1.03e-07,"ENST00000374214.3","ENST00000374214",1.03e-07,"ENSG00000137288","UQCC2"
"ENST00000545255.1",1.04e-07,"ENST00000545255.1","ENST00000545255",1.04e-07,"ENSG00000166741","NNMT"
"ENST00000610644.4",1.04e-07,"ENST00000610644.4","ENST00000610644",1.04e-07,"ENSG00000278270","RPS9"
"ENST00000480603.1",1.05e-07,"ENST00000480603.1","ENST00000480603",1.05e-07,"ENSG00000196262","PPIA"
"ENST00000678407.1",1.05e-07,"ENST00000678407.1","ENST00000678407",1.05e-07,"ENSG00000106588","PSMA2"
"ENST00000263856.9",1.06e-07,"ENST00000263856.9","ENST00000263856",1.06e-07,"ENSG00000115561","CHMP3"
"ENST00000589960.5",1.06e-07,"ENST00000589960.5","ENST00000589960",1.06e-07,"ENSG00000198258","UBL5"
"ENST00000551041.6",1.06e-07,"ENST00000551041.6","ENST00000551041",1.06e-07,"ENSG00000089009","RPL6"
"ENST00000548160.5",1.06e-07,"ENST00000548160.5","ENST00000548160",1.06e-07,"ENSG00000135404","CD63"
"ENST00000354895.4",1.07e-07,"ENST00000354895.4","ENST00000354895",1.07e-07,"ENSG00000167397","VKORC1"
"ENST00000512623.1",1.08e-07,"ENST00000512623.1","ENST00000512623",1.08e-07,"ENSG00000164182","NDUFAF2"
"ENST00000463841.1",1.08e-07,"ENST00000463841.1","ENST00000463841",1.08e-07,"ENSG00000115541","HSPE1"
"ENST00000461584.5",1.08e-07,"ENST00000461584.5","ENST00000461584",1.08e-07,"ENSG00000226225","RPS18"
"ENST00000312175.7",1.09e-07,"ENST00000312175.7","ENST00000312175",1.09e-07,"ENSG00000175334","BANF1"
"ENST00000485612.5",1.1e-07,"ENST00000485612.5","ENST00000485612",1.1e-07,"ENSG00000180879","SSR4"
"ENST00000596477.1",1.13e-07,"ENST00000596477.1","ENST00000596477",1.13e-07,"ENSG00000142546","NOSIP"
"ENST00000478578.1",1.13e-07,"ENST00000478578.1","ENST00000478578",1.13e-07,"ENSG00000163584","RPL22L1"
"ENST00000452368.7",1.14e-07,"ENST00000452368.7","ENST00000452368",1.14e-07,"ENSG00000167526","RPL13"
"ENST00000697733.1",1.14e-07,"ENST00000697733.1","ENST00000697733",1.14e-07,"ENSG00000168028","RPSA"
"ENST00000561068.5",1.16e-07,"ENST00000561068.5","ENST00000561068",1.16e-07,"ENSG00000182774","RPS17"
"ENST00000676977.1",1.16e-07,"ENST00000676977.1","ENST00000676977",1.16e-07,"ENSG00000196262","PPIA"
"ENST00000589115.6",1.19e-07,"ENST00000589115.6","ENST00000589115",1.19e-07,"ENSG00000167468","GPX4"
"ENST00000531120.6",1.19e-07,"ENST00000531120.6","ENST00000531120",1.19e-07,"ENSG00000149100","EIF3M"
"ENST00000396024.7",1.2e-07,"ENST00000396024.7","ENST00000396024",1.2e-07,"ENSG00000182718","ANXA2"
"ENST00000465692.2",1.21e-07,"ENST00000465692.2","ENST00000465692",1.21e-07,"ENSG00000138326","RPS24"
"ENST00000422167.6",1.26e-07,"ENST00000422167.6","ENST00000422167",1.26e-07,"ENSG00000226248","CLIC1"
"ENST00000463215.1",1.28e-07,"ENST00000463215.1","ENST00000463215",1.28e-07,"ENSG00000054148","PHPT1"
"ENST00000635699.1",1.28e-07,"ENST00000635699.1","ENST00000635699",1.28e-07,"ENSG00000185088","RPS27L"
"ENST00000616685.1",1.29e-07,"ENST00000616685.1","ENST00000616685",1.29e-07,"ENSG00000048162","NOP16"
"ENST00000228136.9",1.29e-07,"ENST00000228136.9","ENST00000228136",1.29e-07,"ENSG00000110696","C11orf58"
"ENST00000216146.9",1.33e-07,"ENST00000216146.9","ENST00000216146",1.33e-07,"ENSG00000100316","RPL3"
"ENST00000494232.5",1.36e-07,"ENST00000494232.5","ENST00000494232",1.36e-07,"ENSG00000223367","RPS18"
"ENST00000242577.11",1.37e-07,"ENST00000242577.11","ENST00000242577",1.37e-07,"ENSG00000088986","DYNLL1"
"ENST00000550050.5",1.38e-07,"ENST00000550050.5","ENST00000550050",1.38e-07,"ENSG00000135404","CD63"
"ENST00000530109.5",1.42e-07,"ENST00000530109.5","ENST00000530109",1.42e-07,"ENSG00000104529","EEF1D"
"ENST00000415862.6",1.44e-07,"ENST00000415862.6","ENST00000415862",1.44e-07,"ENSG00000244687","UBE2V1"
"ENST00000471009.1",1.45e-07,"ENST00000471009.1","ENST00000471009",1.45e-07,"ENSG00000150459","SAP18"
"ENST00000453937.2",1.45e-07,"ENST00000453937.2","ENST00000453937",1.45e-07,"ENSG00000112769","LAMA4"
"ENST00000267935.13",1.49e-07,"ENST00000267935.13","ENST00000267935",1.49e-07,"ENSG00000140365","COMMD4"
"ENST00000361298.9",1.5e-07,"ENST00000361298.9","ENST00000361298",1.5e-07,"ENSG00000166681","BEX3"
"ENST00000355938.9",1.52e-07,"ENST00000355938.9","ENST00000355938",1.52e-07,"ENSG00000159199","ATP5MC1"
"ENST00000492739.1",1.53e-07,"ENST00000492739.1","ENST00000492739",1.53e-07,"ENSG00000065518","NDUFB4"
"ENST00000695859.1",1.53e-07,"ENST00000695859.1","ENST00000695859",1.53e-07,"ENSG00000070831","CDC42"
"ENST00000497142.2",1.53e-07,"ENST00000497142.2","ENST00000497142",1.53e-07,"ENSG00000242028","HYPK"
"ENST00000558924.1",1.54e-07,"ENST00000558924.1","ENST00000558924",1.54e-07,"ENSG00000140612","SEC11A"
"ENST00000528492.1",1.58e-07,"ENST00000528492.1","ENST00000528492",1.58e-07,"ENSG00000110717","NDUFS8"
"ENST00000582736.1",1.59e-07,"ENST00000582736.1","ENST00000582736",1.59e-07,"ENSG00000198242","RPL23A"
"ENST00000490191.5",1.65e-07,"ENST00000490191.5","ENST00000490191",1.65e-07,"ENSG00000231500","RPS18"
"ENST00000556956.1",1.71e-07,"ENST00000556956.1","ENST00000556956",1.71e-07,"ENSG00000119705","SLIRP"
"ENST00000474141.5",1.74e-07,"ENST00000474141.5","ENST00000474141",1.74e-07,"ENSG00000188186","LAMTOR4"
"ENST00000697732.1",1.77e-07,"ENST00000697732.1","ENST00000697732",1.77e-07,"ENSG00000168028","RPSA"
"ENST00000559647.2",1.82e-07,"ENST00000559647.2","ENST00000559647",1.82e-07,"ENSG00000182718","ANXA2"
"ENST00000223321.9",1.84e-07,"ENST00000223321.9","ENST00000223321",1.84e-07,"ENSG00000106588","PSMA2"
"ENST00000592643.5",1.87e-07,"ENST00000592643.5","ENST00000592643",1.87e-07,"ENSG00000132475","H3-3B"
"ENST00000482463.5",1.93e-07,"ENST00000482463.5","ENST00000482463",1.93e-07,"ENSG00000115944","COX7A2L"
"ENST00000677521.1",1.94e-07,"ENST00000677521.1","ENST00000677521",1.94e-07,"ENSG00000196262","PPIA"
"ENST00000646203.1",2e-07,"ENST00000646203.1","ENST00000646203",2e-07,"ENSG00000284936","TMEM14C"
"ENST00000473809.5",2.04e-07,"ENST00000473809.5","ENST00000473809",2.04e-07,"ENSG00000165629","ATP5F1C"
"ENST00000581166.5",2.04e-07,"ENST00000581166.5","ENST00000581166",2.04e-07,"ENSG00000213246","SUPT4H1"
"ENST00000229281.6",2.07e-07,"ENST00000229281.6","ENST00000229281",2.07e-07,"ENSG00000111678","C12orf57"
"ENST00000567312.5",2.08e-07,"ENST00000567312.5","ENST00000567312",2.08e-07,"ENSG00000167515","TRAPPC2L"
"ENST00000679793.1",2.1e-07,"ENST00000679793.1","ENST00000679793",2.1e-07,"ENSG00000142089","IFITM3"
"ENST00000644325.1",2.14e-07,"ENST00000644325.1","ENST00000644325",2.14e-07,"ENSG00000198467","TPM2"
"ENST00000243045.10",2.15e-07,"ENST00000243045.10","ENST00000243045",2.15e-07,"ENSG00000123353","ORMDL2"
"ENST00000478574.5",2.26e-07,"ENST00000478574.5","ENST00000478574",2.26e-07,"ENSG00000197747","S100A10"
"ENST00000565417.6",2.27e-07,"ENST00000565417.6","ENST00000565417",2.27e-07,"ENSG00000261740","BOLA2-SMG1P6"
"ENST00000529007.5",2.3e-07,"ENST00000529007.5","ENST00000529007",2.3e-07,"ENSG00000104529","EEF1D"
"ENST00000547408.5",2.32e-07,"ENST00000547408.5","ENST00000547408",2.32e-07,"ENSG00000092841","MYL6"
"ENST00000367034.5",2.45e-07,"ENST00000367034.5","ENST00000367034",2.45e-07,"ENSG00000112110","MRPL18"
"ENST00000291458.9",2.49e-07,"ENST00000291458.9","ENST00000291458",2.49e-07,"ENSG00000160124","MIX23"
"ENST00000460218.5",2.58e-07,"ENST00000460218.5","ENST00000460218",2.58e-07,"ENSG00000143933","CALM2"
"ENST00000676687.1",2.59e-07,"ENST00000676687.1","ENST00000676687",2.59e-07,"ENSG00000182718","ANXA2"
"ENST00000464757.1",2.65e-07,"ENST00000464757.1","ENST00000464757",2.65e-07,"ENSG00000203667","COX20"
"ENST00000481094.1",2.66e-07,"ENST00000481094.1","ENST00000481094",2.66e-07,"ENSG00000189159","JPT1"
"ENST00000689278.1",2.68e-07,"ENST00000689278.1","ENST00000689278",2.68e-07,"ENSG00000135930","EIF4E2"
"ENST00000588622.1",2.76e-07,"ENST00000588622.1","ENST00000588622",2.76e-07,"ENSG00000105185","PDCD5"
"ENST00000444214.6",2.81e-07,"ENST00000444214.6","ENST00000444214",2.81e-07,"ENSG00000134285","FKBP11"
"ENST00000297534.7",2.84e-07,"ENST00000297534.7","ENST00000297534",2.84e-07,"ENSG00000164898","FMC1"
"ENST00000380591.8",2.85e-07,"ENST00000380591.8","ENST00000380591",2.85e-07,"ENSG00000145741","BTF3"
"ENST00000482199.5",2.91e-07,"ENST00000482199.5","ENST00000482199",2.91e-07,"ENSG00000214253","FIS1"
"ENST00000233468.5",2.93e-07,"ENST00000233468.5","ENST00000233468",2.93e-07,"ENSG00000115128","SF3B6"
"ENST00000478050.1",2.93e-07,"ENST00000478050.1","ENST00000478050",2.93e-07,"ENSG00000115128","SF3B6"
"ENST00000620047.5",2.96e-07,"ENST00000620047.5","ENST00000620047",2.96e-07,"ENSG00000196262","PPIA"
"ENST00000678805.1",2.97e-07,"ENST00000678805.1","ENST00000678805",2.97e-07,"ENSG00000196262","PPIA"
"ENST00000509148.1",3e-07,"ENST00000509148.1","ENST00000509148",3e-07,"ENSG00000204628","RACK1"
"ENST00000353598.6",3.01e-07,"ENST00000353598.6","ENST00000353598",3.01e-07,"ENSG00000181991","MRPS11"
"ENST00000527806.1",3.12e-07,"ENST00000527806.1","ENST00000527806",3.12e-07,"ENSG00000151366","NDUFC2"
"ENST00000678165.1",3.13e-07,"ENST00000678165.1","ENST00000678165",3.13e-07,"ENSG00000196262","PPIA"
"ENST00000567300.1",3.17e-07,"ENST00000567300.1","ENST00000567300",3.17e-07,"ENSG00000125148","MT2A"
"ENST00000713573.1",3.18e-07,"ENST00000713573.1","ENST00000713573",3.18e-07,"ENSG00000166741","NNMT"
"ENST00000646888.1",3.28e-07,"ENST00000646888.1","ENST00000646888",3.28e-07,"ENSG00000084207","GSTP1"
"ENST00000578181.1",3.29e-07,"ENST00000578181.1","ENST00000578181",3.29e-07,"ENSG00000198242","RPL23A"
"ENST00000473638.5",3.4e-07,"ENST00000473638.5","ENST00000473638",3.4e-07,"ENSG00000100316","RPL3"
"ENST00000520271.5",3.42e-07,"ENST00000520271.5","ENST00000520271",3.42e-07,"ENSG00000164919","COX6C"
"ENST00000519103.1",3.43e-07,"ENST00000519103.1","ENST00000519103",3.43e-07,"ENSG00000120963","ZNF706"
"ENST00000642749.1",3.55e-07,"ENST00000642749.1","ENST00000642749",3.55e-07,"ENSG00000285121","MTCH2"
"ENST00000468318.5",3.67e-07,"ENST00000468318.5","ENST00000468318",3.67e-07,"ENSG00000143771","CNIH4"
"ENST00000522161.5",3.7e-07,"ENST00000522161.5","ENST00000522161",3.7e-07,"ENSG00000104325","DECR1"
"ENST00000511552.5",3.77e-07,"ENST00000511552.5","ENST00000511552",3.77e-07,"ENSG00000164111","ANXA5"
"ENST00000619600.1",3.77e-07,"ENST00000619600.1","ENST00000619600",3.77e-07,"ENSG00000274950","RPS9"
"ENST00000549920.6",3.87e-07,"ENST00000549920.6","ENST00000549920",3.87e-07,"ENSG00000063177","RPL18"
"ENST00000677022.1",3.89e-07,"ENST00000677022.1","ENST00000677022",3.89e-07,"ENSG00000196262","PPIA"
"ENST00000304312.5",4.15e-07,"ENST00000304312.5","ENST00000304312",4.15e-07,"ENSG00000169020","ATP5ME"
"ENST00000498242.5",4.2e-07,"ENST00000498242.5","ENST00000498242",4.2e-07,"ENSG00000135930","EIF4E2"
"ENST00000655450.1",4.21e-07,"ENST00000655450.1","ENST00000655450",4.21e-07,"ENSG00000143933","CALM2"
"ENST00000681840.1",4.36e-07,"ENST00000681840.1","ENST00000681840",4.36e-07,"ENSG00000142089","IFITM3"
"ENST00000554541.5",4.36e-07,"ENST00000554541.5","ENST00000554541",4.36e-07,"ENSG00000100902","PSMA6"
"ENST00000432659.1",4.41e-07,"ENST00000432659.1","ENST00000432659",4.41e-07,"ENSG00000148834","GSTO1"
"ENST00000572433.5",4.44e-07,"ENST00000572433.5","ENST00000572433",4.44e-07,"ENSG00000083457","ITGAE"
"ENST00000522940.5",4.47e-07,"ENST00000522940.5","ENST00000522940",4.47e-07,"ENSG00000164919","COX6C"
"ENST00000470040.5",4.53e-07,"ENST00000470040.5","ENST00000470040",4.53e-07,"ENSG00000143774","GUK1"
"ENST00000472944.6",4.55e-07,"ENST00000472944.6","ENST00000472944",4.55e-07,"ENSG00000134717","BTF3L4"
"ENST00000526838.5",4.66e-07,"ENST00000526838.5","ENST00000526838",4.66e-07,"ENSG00000104529","EEF1D"
"ENST00000525504.5",4.7e-07,"ENST00000525504.5","ENST00000525504",4.7e-07,"ENSG00000137500","CCDC90B"
"ENST00000423617.2",4.72e-07,"ENST00000423617.2","ENST00000423617",4.72e-07,"ENSG00000204272","NBDY"
