Gene_ID,HUVEC_low1,HUVEC_low2,HUVEC_low3,HUVEC_high1,HUVEC_high2,HUVEC_high3,HUVEC_high4,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENSG00000125931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000125944,102,108,99,145,168,76,147,65,110,178,94,98,30,105,81
ENSG00000125945,2,0,0,0,12,6,4,6,1,0,0,0,0,0,0
ENSG00000125952,29,32,22,64,35,81,44,84,130,101,68,61,20,90,63
ENSG00000125954,8,5,4,1,8,3,4,1,6,7,13,2,0,7,3
ENSG00000125962,2,7,6,12,0,4,18,0,14,5,4,1,0,0,2
ENSG00000125966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000125967,1,10,0,8,1,8,0,20,24,28,16,0,0,2,1
ENSG00000125968,86,93,83,92,63,66,38,26,74,68,40,39,0,50,16
ENSG00000125970,57,66,46,82,100,95,81,42,91,121,68,55,12,64,73
ENSG00000125971,255,415,263,1362,675,2135,446,1622,1776,2137,1895,1776,255,1728,1377
ENSG00000125977,75,53,32,75,67,138,44,90,143,116,96,87,9,94,80
ENSG00000125991,119,139,51,214,177,310,76,234,258,302,265,189,46,178,238
ENSG00000125995,5869,6784,5194,17139,10889,18857,8254,16208,22726,23834,21578,20331,3497,20178,14347
ENSG00000126001,30,0,0,14,1,30,4,12,12,1,1,13,0,0,2
ENSG00000126003,2,3,0,4,1,0,4,0,8,5,6,4,2,2,0
ENSG00000126005,30,24,17,41,20,64,20,32,49,62,29,30,7,21,24
ENSG00000126012,19,4,12,11,25,12,19,13,42,38,22,14,4,20,30
ENSG00000126016,0,0,0,4,0,1,4,12,0,0,0,0,0,1,0
ENSG00000126062,13,9,6,17,11,8,9,11,14,15,12,9,3,8,9
ENSG00000126067,168,147,123,615,252,878,194,634,844,863,722,712,175,798,617
ENSG00000126070,0,4,0,0,3,0,3,2,3,8,2,4,1,1,3
ENSG00000126088,294,237,86,463,368,409,144,298,466,469,366,319,59,314,285
ENSG00000126091,1,8,22,3,3,1,1,27,8,15,22,1,0,8,1
ENSG00000126106,12,0,1,8,17,15,7,25,31,30,8,10,0,9,26
ENSG00000126107,18,9,8,41,33,16,15,12,56,51,39,50,1,18,21
ENSG00000126214,110,61,11,79,50,69,78,77,68,73,62,52,16,10,16
ENSG00000126215,31,69,24,35,107,24,41,23,18,43,33,28,2,12,4
ENSG00000126216,6,1,6,6,13,9,1,7,5,9,1,6,4,13,4
ENSG00000126217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000126226,23,1,4,1,21,46,13,36,48,104,42,28,0,36,21
ENSG00000126243,1,1,0,0,0,0,0,1,0,0,2,0,0,10,0
ENSG00000126246,1,0,0,15,15,20,6,9,7,12,1,40,5,0,7
ENSG00000126247,103,120,79,201,150,200,97,224,254,327,128,209,43,168,170
ENSG00000126249,1,8,1,4,8,2,0,12,26,24,16,4,0,8,12
ENSG00000126254,142,124,84,219,163,94,100,127,186,188,195,147,31,76,144
ENSG00000126259,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
ENSG00000126261,46,48,6,45,22,65,36,25,50,84,51,41,3,28,20
ENSG00000126264,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
ENSG00000126267,862,980,763,2961,1826,3842,1348,3138,4493,4701,4212,4261,683,3949,3118
ENSG00000126351,16,10,6,9,5,8,16,1,0,19,1,8,0,0,10
ENSG00000126368,0,1,0,0,2,0,0,0,5,1,6,0,0,1,1
ENSG00000126391,27,20,10,12,25,29,14,20,22,27,12,13,8,5,9
ENSG00000126432,230,308,222,640,433,914,221,864,1264,1387,1097,883,156,760,707
ENSG00000126453,42,37,31,85,52,92,51,42,91,121,60,77,2,110,60
ENSG00000126456,40,71,41,40,57,67,46,39,58,106,15,16,9,73,47
ENSG00000126457,79,156,68,71,130,121,170,165,235,319,180,131,27,126,148
ENSG00000126458,28,29,15,38,33,67,30,62,57,77,58,32,11,46,44
ENSG00000126460,0,0,0,12,0,8,0,16,0,1,8,1,0,1,0
ENSG00000126461,12,2,5,6,12,3,6,3,13,15,1,7,4,0,13
ENSG00000126464,0,2,0,0,1,5,2,0,1,5,5,3,0,3,0
ENSG00000126522,67,26,60,60,70,84,1,64,32,15,51,40,0,41,37
ENSG00000126524,104,86,54,115,86,96,68,96,151,101,124,49,6,83,83
ENSG00000126545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000126549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000126550,2,0,5,2,0,2,0,1,0,0,0,0,0,0,0
ENSG00000126561,1,15,14,8,18,0,10,18,30,73,23,11,10,10,21
ENSG00000126562,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
ENSG00000126581,32,34,25,51,33,40,40,37,24,49,59,28,8,41,18
ENSG00000126602,73,42,18,83,48,78,60,55,143,68,64,63,1,72,56
ENSG00000126603,14,1,8,8,6,2,12,4,4,2,2,4,0,2,4
ENSG00000126653,12,5,8,37,40,16,16,33,4,39,30,18,7,29,18
ENSG00000126698,54,54,54,125,91,194,46,103,205,112,113,117,23,147,70
ENSG00000126705,6,1,1,12,6,13,1,28,1,0,10,10,0,0,6
ENSG00000126709,30,11,0,123,53,55,44,30,191,158,124,260,54,360,194
ENSG00000126746,10,14,4,35,7,13,4,43,19,34,27,28,0,20,0
ENSG00000126749,27,20,16,90,33,97,20,52,72,91,84,52,15,77,74
ENSG00000126756,211,320,279,1099,769,1808,462,1332,1793,1980,1729,1626,244,1569,1289
ENSG00000126759,0,0,0,0,8,1,0,0,8,0,0,0,0,0,0
ENSG00000126767,18,6,5,7,9,3,9,6,3,11,14,3,0,3,3
ENSG00000126768,41,63,29,201,101,339,87,292,331,302,281,236,74,270,265
ENSG00000126773,5,3,12,6,13,0,12,1,16,28,9,13,0,6,0
ENSG00000126775,6,10,5,10,7,4,8,4,6,8,1,8,0,1,1
ENSG00000126777,173,92,31,52,102,69,87,99,155,306,177,112,23,103,84
ENSG00000126778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000126785,66,47,20,44,27,36,41,37,34,58,22,33,7,18,17
ENSG00000126787,25,27,18,37,51,57,58,20,19,55,33,16,0,18,2
ENSG00000126790,28,4,3,8,11,23,22,23,21,27,19,8,6,17,1
ENSG00000126803,6,3,4,0,17,0,4,1,4,11,7,0,0,2,3
ENSG00000126804,10,5,10,6,6,10,4,2,4,6,13,1,2,10,4
ENSG00000126814,44,7,10,10,14,10,6,4,6,16,2,6,2,9,12
ENSG00000126821,3,2,3,1,3,1,2,2,1,5,1,1,0,0,0
ENSG00000126822,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ENSG00000126838,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0
ENSG00000126856,1,0,0,1,1,1,1,0,0,5,1,0,0,0,0
ENSG00000126858,11,12,9,9,1,14,16,5,18,9,29,1,0,28,18
ENSG00000126860,1,0,0,1,1,0,1,0,0,2,1,1,0,1,0
ENSG00000126870,1,0,1,0,1,0,0,0,0,4,1,1,0,6,9
ENSG00000126878,30,65,24,73,68,101,55,29,78,197,67,112,13,67,146
ENSG00000126882,32,10,8,11,27,12,15,7,8,9,15,1,0,25,0
ENSG00000126883,36,76,40,81,66,128,28,128,107,105,70,56,8,130,32
ENSG00000126890,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000126895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000126903,42,23,12,1,22,43,13,20,45,73,18,12,0,26,0
ENSG00000126934,139,78,64,99,61,74,50,55,82,107,100,49,1,22,26
ENSG00000126945,13,17,9,10,23,18,4,12,10,11,11,19,2,12,13
ENSG00000126947,5,5,2,6,3,1,4,5,11,11,7,4,1,1,3
ENSG00000126950,1,2,4,10,6,0,1,4,0,1,0,1,0,0,0
ENSG00000126953,71,121,73,380,200,462,105,293,401,413,355,343,62,373,275
ENSG00000126970,10,6,0,13,0,6,38,0,6,16,1,0,0,8,1
ENSG00000127022,616,393,319,449,575,327,522,587,707,844,588,433,112,498,497
ENSG00000127054,63,33,25,84,28,78,25,65,127,178,83,76,5,68,83
ENSG00000127080,3,3,0,1,8,3,6,1,2,5,3,1,0,1,1
ENSG00000127081,0,0,1,12,0,1,0,0,0,4,0,4,0,5,0
ENSG00000127124,0,1,0,0,2,5,12,0,0,4,4,1,1,0,1
ENSG00000127125,41,27,32,40,36,58,36,105,88,70,77,26,7,68,59
ENSG00000127184,3664,4540,2933,9496,5697,11774,4898,9734,14525,15258,12701,13924,2325,12830,9586
ENSG00000127191,3,5,1,5,7,4,4,3,7,14,2,3,1,4,2
ENSG00000127220,0,4,0,1,1,4,4,0,6,2,1,0,0,1,1
ENSG00000127241,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000127249,0,1,1,0,1,6,0,0,0,0,0,0,0,0,0
ENSG00000127252,0,0,1,1,6,0,6,0,0,0,0,0,0,0,0
ENSG00000127314,234,120,120,252,180,310,126,207,276,312,183,192,20,150,146
ENSG00000127324,6,0,9,0,1,2,0,21,10,18,25,13,1,34,10
ENSG00000127325,0,0,0,1,0,1,0,0,5,2,0,0,0,0,0
ENSG00000127328,11,0,0,4,2,6,1,1,1,2,15,0,1,4,14
ENSG00000127329,50,43,13,40,26,58,6,35,54,66,27,60,1,12,13
ENSG00000127334,0,15,0,25,20,0,1,0,15,20,10,1,0,0,1
ENSG00000127337,1,4,0,6,7,8,1,6,8,17,17,8,0,7,21
ENSG00000127377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127399,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
ENSG00000127415,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ENSG00000127418,15,6,9,33,30,7,12,15,19,36,6,12,0,12,5
ENSG00000127419,0,1,0,1,0,14,0,0,0,1,0,1,0,17,2
ENSG00000127423,0,0,0,0,2,1,4,0,1,13,5,0,0,1,0
ENSG00000127445,42,66,14,73,59,83,70,86,127,110,113,60,7,72,47
ENSG00000127452,0,1,0,16,24,17,8,7,15,32,18,12,0,12,12
ENSG00000127463,123,87,62,117,46,111,51,49,107,273,147,44,15,66,41
ENSG00000127472,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3
ENSG00000127481,47,10,8,21,46,38,12,29,42,70,23,11,3,3,25
ENSG00000127483,34,28,50,55,44,65,39,27,58,48,43,29,6,41,27
ENSG00000127507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000127511,15,6,11,15,17,15,12,4,5,16,14,36,4,18,8
ENSG00000127515,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000127526,20,6,15,16,8,19,9,37,42,17,15,5,2,19,10
ENSG00000127527,0,2,15,16,7,18,2,4,27,12,25,10,1,17,13
ENSG00000127528,15,17,9,43,13,34,12,23,42,41,35,26,5,20,13
ENSG00000127530,0,0,1,4,1,6,1,0,1,0,1,0,0,0,0
ENSG00000127533,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0
ENSG00000127540,1270,3023,2976,6055,6458,11503,5185,11953,18160,18363,15215,12009,1005,8931,10254
ENSG00000127554,32,8,7,27,28,9,5,34,29,43,26,20,3,20,4
ENSG00000127561,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
ENSG00000127564,13,18,2,7,18,9,2,0,41,16,8,13,0,0,0
ENSG00000127580,0,1,0,0,0,0,0,0,4,8,6,3,0,0,2
ENSG00000127585,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ENSG00000127586,12,15,8,0,43,8,1,8,24,22,0,1,1,26,3
ENSG00000127603,265,174,111,240,227,107,193,146,200,119,115,61,14,196,98
ENSG00000127616,170,72,85,150,109,89,57,116,113,134,124,100,0,93,19
ENSG00000127663,8,0,6,2,5,1,8,17,20,18,23,12,0,1,1
ENSG00000127666,6,3,0,3,4,2,6,2,8,3,5,0,2,0,1
ENSG00000127720,0,2,1,8,3,0,7,6,6,13,7,1,0,4,3
ENSG00000127774,58,42,42,75,80,69,34,63,91,105,97,70,20,59,70
ENSG00000127804,24,12,0,10,8,13,36,16,14,30,24,17,7,2,16
ENSG00000127824,18,10,8,9,10,13,6,1,13,11,16,7,1,6,0
ENSG00000127831,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127837,55,44,41,52,81,70,47,90,139,151,103,104,17,103,77
ENSG00000127838,147,199,186,1119,450,1393,244,1054,1509,1474,1489,1426,270,1475,1268
ENSG00000127863,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
ENSG00000127870,22,21,12,18,15,7,15,9,59,31,16,27,17,25,13
ENSG00000127884,31,29,7,45,55,73,35,73,71,94,87,44,23,75,73
ENSG00000127914,0,14,0,11,12,1,36,21,7,21,1,1,0,10,1
ENSG00000127920,2306,2804,2016,5189,3932,5955,2721,4936,7133,7089,6508,6479,1102,6139,4170
ENSG00000127922,1036,1380,1001,3638,2174,4562,1674,3889,5329,5705,5359,5368,981,5166,3744
ENSG00000127928,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127946,9,13,1,8,19,9,6,11,15,10,9,7,1,8,2
ENSG00000127947,32,42,15,29,30,33,27,18,54,39,27,9,0,24,9
ENSG00000127948,30,16,25,17,34,16,46,13,60,22,42,48,0,92,0
ENSG00000127952,3,5,6,22,25,42,8,12,31,49,25,38,3,24,15
ENSG00000127954,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ENSG00000127955,1,14,2,1,19,16,1,15,24,20,21,6,0,7,1
ENSG00000127957,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
ENSG00000127980,12,0,6,0,1,1,10,0,0,14,0,7,1,0,0
ENSG00000127989,3,0,3,10,2,6,0,2,7,6,1,11,1,10,1
ENSG00000127990,27,6,8,1,20,21,23,21,71,69,40,14,0,55,8
ENSG00000127993,1,0,1,10,1,5,0,0,10,11,4,12,0,13,4
ENSG00000127995,12,1,12,15,1,1,0,0,1,13,6,6,0,0,10
ENSG00000128000,8,6,3,25,9,33,4,13,43,11,19,25,0,33,30
ENSG00000128011,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
ENSG00000128016,8,0,0,7,4,5,1,7,17,13,10,1,0,0,8
ENSG00000128039,9,19,0,19,27,8,4,1,21,14,22,3,1,5,25
ENSG00000128040,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ENSG00000128045,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000128050,158,130,68,256,232,308,152,262,385,317,299,302,56,300,315
ENSG00000128052,23,6,8,18,20,26,12,16,38,28,20,31,5,19,23
ENSG00000128059,2,6,0,12,12,7,1,15,1,5,11,0,0,6,1
ENSG00000128159,1,0,0,0,10,6,0,15,11,12,1,1,0,1,1
ENSG00000128165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000128185,20,20,16,56,29,40,31,26,76,68,51,33,5,18,17
ENSG00000128191,1,0,0,6,20,10,10,1,1,1,0,22,0,1,9
ENSG00000128203,3,0,2,0,2,2,0,0,3,2,5,0,0,0,0
ENSG00000128218,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
ENSG00000128228,39,15,8,24,20,19,20,28,21,22,26,18,3,21,21
ENSG00000128245,102,45,57,105,93,66,72,88,96,117,39,48,8,45,36
ENSG00000128254,1,3,0,1,0,0,0,3,0,0,0,0,0,0,0
ENSG00000128266,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000128271,0,2,0,1,46,14,20,10,38,1,20,8,0,31,10
ENSG00000128272,224,163,100,301,247,434,218,195,316,323,215,207,66,229,194
ENSG00000128274,19,12,2,19,19,12,28,53,119,34,57,51,1,28,28
ENSG00000128283,22,33,12,52,34,56,24,35,41,35,50,43,4,34,32
ENSG00000128284,16,0,0,44,41,36,8,44,37,40,76,64,10,42,23
ENSG00000128285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000128294,12,2,12,34,21,18,24,39,77,81,25,14,0,26,13
ENSG00000128309,78,66,36,42,66,48,54,72,114,114,66,12,1,60,32
ENSG00000128311,45,30,21,18,22,29,36,45,60,69,37,15,17,40,31
ENSG00000128335,29,26,10,23,29,24,18,11,60,31,15,28,12,48,22
ENSG00000128340,31,49,28,75,41,64,23,42,100,95,54,50,9,56,52
ENSG00000128346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000128383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000128394,7,9,3,19,19,43,14,28,45,41,45,37,4,38,27
ENSG00000128408,1,1,0,0,0,1,1,0,1,2,0,0,0,2,0
ENSG00000128422,0,0,0,1,0,1,0,0,2,1,0,1,0,0,0
ENSG00000128463,99,102,56,133,189,316,102,195,368,370,268,129,51,166,194
ENSG00000128487,13,0,0,1,14,0,0,0,0,0,0,1,0,0,0
ENSG00000128510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000128512,41,11,14,15,26,35,21,10,24,72,37,13,1,33,19
ENSG00000128513,11,1,0,13,1,1,0,1,21,1,4,0,0,9,1
ENSG00000128524,193,267,187,711,473,1140,304,990,1293,1432,1329,1081,229,1268,843
ENSG00000128534,278,446,263,1335,737,2014,466,1417,1790,2025,1739,1765,305,1796,1449
ENSG00000128536,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000128563,15,34,34,89,42,92,19,43,73,106,111,114,16,97,85
ENSG00000128564,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000128567,48,46,26,48,43,53,46,26,46,66,61,19,4,30,27
ENSG00000128573,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1
ENSG00000128578,1,2,0,0,3,0,0,0,0,4,1,0,0,3,0
ENSG00000128581,106,83,25,221,171,312,34,164,309,290,251,185,46,210,257
ENSG00000128585,2,28,24,0,2,14,15,15,17,45,6,15,0,4,16
ENSG00000128590,2,5,1,3,7,1,2,5,9,2,5,1,0,2,2
ENSG00000128591,78,78,78,108,89,48,66,90,282,174,114,76,18,150,83
ENSG00000128594,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0
ENSG00000128595,178,141,131,208,180,170,97,229,262,281,261,196,39,208,128
ENSG00000128596,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0
ENSG00000128602,4,6,6,15,4,10,0,6,8,4,8,8,0,1,0
ENSG00000128604,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
ENSG00000128606,0,0,0,1,0,6,0,0,6,4,1,1,0,6,1
ENSG00000128607,10,1,3,7,1,7,3,4,9,4,4,6,2,3,1
ENSG00000128609,693,677,481,2199,1432,2851,1013,1956,3047,2918,2948,3103,526,2958,2040
ENSG00000128626,60,33,37,56,95,124,44,113,167,159,124,114,25,117,118
ENSG00000128641,15,40,35,20,20,15,49,15,25,25,30,10,10,10,30
ENSG00000128645,5,4,2,2,0,1,1,6,3,2,1,2,0,2,1
ENSG00000128652,1,0,1,0,6,4,0,0,3,3,3,1,0,2,0
ENSG00000128654,25,11,9,28,8,16,12,18,38,62,12,20,4,29,14
ENSG00000128655,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000128656,33,0,1,43,30,32,18,26,0,1,1,1,0,12,0
ENSG00000128692,4,0,1,2,0,0,4,0,3,0,0,0,0,0,0
ENSG00000128694,4,1,1,0,1,0,0,9,1,5,0,0,1,1,0
ENSG00000128699,21,12,9,37,53,47,27,42,33,99,99,69,13,90,61
ENSG00000128708,40,13,12,40,37,53,18,26,28,38,47,18,3,32,25
ENSG00000128709,3,5,0,1,2,2,2,0,4,1,1,0,0,0,3
ENSG00000128710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000128731,5,1,10,16,3,15,21,6,3,26,23,47,3,6,12
ENSG00000128739,282,172,65,413,292,378,115,546,702,834,627,680,134,819,482
ENSG00000128789,57,94,18,118,105,214,36,156,208,193,180,151,23,215,106
ENSG00000128791,16,18,21,30,20,18,10,28,53,33,21,4,2,20,24
ENSG00000128805,33,42,20,64,22,1,26,20,55,31,16,10,1,4,22
ENSG00000128815,5,18,5,42,12,37,8,14,9,4,0,6,1,9,5
ENSG00000128829,56,42,23,12,30,25,38,55,30,33,47,43,0,5,12
ENSG00000128833,0,13,0,1,2,0,0,1,3,0,0,7,0,1,1
ENSG00000128849,6,13,5,3,8,1,11,7,15,27,25,11,2,19,1
ENSG00000128872,4,6,10,6,1,1,6,0,0,0,0,0,0,0,0
ENSG00000128881,1,1,0,0,1,0,0,1,3,5,1,0,0,1,2
ENSG00000128891,12,3,11,11,4,21,3,24,13,29,31,26,2,26,16
ENSG00000128908,18,10,6,21,8,9,8,10,41,31,15,12,0,10,11
ENSG00000128915,17,13,22,28,18,58,21,25,34,39,18,39,1,48,27
ENSG00000128917,0,1,4,2,6,5,0,22,26,12,17,35,6,11,17
ENSG00000128918,20,28,32,49,54,101,46,0,0,0,0,0,0,0,0
ENSG00000128923,20,0,1,20,8,4,0,0,12,0,1,8,0,0,1
ENSG00000128928,42,31,21,39,20,31,34,26,27,93,69,31,10,61,45
ENSG00000128944,53,29,10,63,68,125,31,42,41,84,54,36,22,51,54
ENSG00000128951,112,110,46,129,115,241,120,144,258,203,183,131,44,208,141
ENSG00000128965,9,0,0,0,0,12,2,0,4,2,5,1,0,1,6
ENSG00000128973,7,1,2,8,8,6,5,17,18,18,8,2,0,11,3
ENSG00000128989,77,49,22,53,44,46,39,56,104,45,47,62,12,48,32
ENSG00000129003,25,9,9,15,9,1,9,17,5,22,35,0,0,21,15
ENSG00000129007,26,3,6,0,4,7,3,15,10,9,16,9,0,0,0
ENSG00000129028,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
ENSG00000129038,24,0,1,8,0,8,0,8,6,12,22,1,1,8,0
ENSG00000129048,2,0,1,1,1,3,0,0,0,0,2,1,0,0,1
ENSG00000129055,123,74,66,236,145,294,141,200,310,245,300,308,51,248,199
ENSG00000129071,22,9,11,39,15,19,1,9,58,19,25,17,1,19,13
ENSG00000129083,80,60,52,67,58,54,69,64,96,107,102,75,22,36,48
ENSG00000129084,80,55,40,186,90,220,74,176,225,300,205,135,63,190,144
ENSG00000129103,46,44,46,132,88,90,47,142,157,173,181,96,21,146,119
ENSG00000129116,100,80,45,60,75,75,65,94,110,165,137,77,30,64,47
ENSG00000129128,87,85,67,383,178,538,151,408,574,633,538,463,110,507,403
ENSG00000129158,14,7,31,10,15,13,21,9,19,25,14,13,1,12,3
ENSG00000129159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000129170,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129173,1,0,0,0,1,6,0,0,1,6,6,0,0,0,2
ENSG00000129187,28,30,15,43,62,92,25,73,115,126,65,114,13,107,109
ENSG00000129195,42,42,12,52,48,52,24,18,30,79,32,22,1,5,40
ENSG00000129197,154,183,181,996,557,1529,313,919,1219,1129,1241,1236,263,1325,987
ENSG00000129204,0,8,6,4,1,1,0,0,1,0,0,1,0,0,8
ENSG00000129214,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000129219,8,4,6,16,9,19,5,1,20,33,16,16,1,8,19
ENSG00000129226,0,1,2,6,1,2,0,2,14,4,7,4,0,3,3
ENSG00000129235,705,949,678,2873,2050,3755,1546,3818,5519,5999,5378,4620,962,5034,4211
ENSG00000129244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129245,6,3,6,6,10,12,7,0,14,14,3,4,2,5,6
ENSG00000129250,51,38,18,49,43,51,29,38,38,45,54,33,9,36,16
ENSG00000129255,36,33,57,21,58,86,54,25,59,118,55,54,4,35,28
ENSG00000129292,5,5,1,62,0,45,1,15,46,34,5,18,0,0,1
ENSG00000129295,0,1,0,8,0,0,0,0,0,0,0,1,0,5,0
ENSG00000129315,0,8,1,8,4,8,0,1,16,6,6,6,1,0,1
ENSG00000129317,3,2,3,14,2,0,0,0,0,2,17,1,5,0,0
ENSG00000129347,6,12,0,10,11,24,3,9,11,20,16,23,0,20,1
ENSG00000129351,224,82,86,122,233,126,180,114,236,173,148,123,23,98,82
ENSG00000129353,160,60,87,82,127,66,108,199,320,367,177,140,84,176,169
ENSG00000129354,0,0,0,0,1,0,12,12,0,0,0,0,0,0,0
ENSG00000129355,3,0,0,3,2,2,1,0,0,1,1,2,0,5,2
ENSG00000129422,265,195,123,243,222,172,209,153,417,276,241,231,37,238,181
ENSG00000129450,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
ENSG00000129460,27,47,13,121,84,199,26,122,130,161,254,133,59,137,106
ENSG00000129465,1,0,0,0,9,1,0,0,0,0,4,0,0,9,0
ENSG00000129467,6,1,0,5,2,11,7,10,10,4,25,20,0,17,2
ENSG00000129472,5,0,6,2,0,11,9,2,5,0,0,5,0,11,5
ENSG00000129473,3,20,10,45,0,0,25,0,48,55,35,10,0,19,0
ENSG00000129474,11,7,9,15,23,4,8,17,11,22,10,17,1,6,8
ENSG00000129480,10,6,1,6,8,23,6,18,44,48,17,22,5,44,19
ENSG00000129484,9,12,1,21,17,30,12,0,15,6,21,12,0,20,1
ENSG00000129493,10,5,9,31,12,27,9,26,71,58,62,56,6,49,33
ENSG00000129514,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
ENSG00000129515,75,99,38,103,87,101,74,60,165,148,92,61,14,55,68
ENSG00000129518,17,8,6,17,21,29,12,24,22,41,20,17,9,17,11
ENSG00000129521,0,0,0,0,0,1,1,0,2,1,3,0,0,0,1
ENSG00000129534,4,4,4,7,3,3,0,9,7,15,8,5,1,1,6
ENSG00000129535,1,0,0,0,0,7,1,0,1,0,0,1,0,1,0
ENSG00000129538,222,368,256,673,264,1175,127,443,570,534,470,571,137,551,434
ENSG00000129559,470,568,451,2023,945,2721,658,2243,2834,3028,2943,2627,567,2800,2172
ENSG00000129562,503,892,469,1641,1307,2297,931,1651,2251,2546,2184,1989,413,2211,1591
ENSG00000129566,11,0,1,0,6,7,1,11,18,6,12,0,0,0,9
ENSG00000129595,4,0,0,5,0,1,4,0,1,3,0,0,0,1,1
ENSG00000129596,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
ENSG00000129625,157,93,57,367,180,609,106,582,761,870,740,586,141,727,545
ENSG00000129636,21,16,1,1,1,15,15,11,33,22,21,15,1,37,4
ENSG00000129646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129657,118,99,32,156,122,91,94,109,235,318,160,185,23,215,126
ENSG00000129667,1,6,9,38,9,16,12,1,0,14,0,1,6,17,6
ENSG00000129673,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129675,1,1,1,0,12,0,6,6,9,6,0,0,1,1,1
ENSG00000129680,2,28,14,29,28,20,1,36,45,56,36,31,6,36,31
ENSG00000129682,2,8,9,26,15,14,9,5,6,0,0,1,0,6,0
ENSG00000129691,48,81,16,34,33,45,56,43,98,27,38,44,12,49,22
ENSG00000129696,1,12,13,14,16,32,25,20,23,40,24,40,1,11,6
ENSG00000129749,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0
ENSG00000129757,1,0,1,0,12,0,1,0,10,1,8,1,0,1,0
ENSG00000129810,1,8,1,29,0,17,6,22,2,13,9,0,0,4,14
ENSG00000129824,113,89,56,179,143,340,79,0,0,0,0,0,0,0,0
ENSG00000129910,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129911,19,13,11,11,32,15,19,15,18,24,47,24,0,8,6
ENSG00000129925,33,19,15,23,18,17,14,14,16,71,31,21,5,17,9
